Station;174 Frankfurter Allee;174 Frankfurter Allee;174 Frankfurter Allee;174 Frankfurter Allee;174 Frankfurter Allee;174 Frankfurter Allee;174 Frankfurter Allee;174 Frankfurter Allee;174 Frankfurter Allee
Messkomponente;Feinstaub (PM10);Feinstaub (PM2,5);Stickstoffdioxid;Stickstoffmonoxid;Stickoxide;Ozon;Benzol;Toluol;Kohlenmonoxid
Einheit;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;mg/m³
Messzeit (Angaben in MESZ bzw. MEZ);Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte

25.01.2023 03:00;24;20;18;2;19;25;;;0.3
25.01.2023 04:00;26;22;19;3;23;22;;;0.3
25.01.2023 05:00;25;20;19;2;20;24;;;0.3
25.01.2023 06:00;25;19;29;9;43;29;;;0.3
25.01.2023 07:00;24;18;32;19;61;34;;;0.3
25.01.2023 08:00;24;16;38;21;69;29;;;0.4
25.01.2023 09:00;25;18;36;21;68;27;;;0.4
25.01.2023 10:00;34;26;35;24;72;23;;;0.4
25.01.2023 11:00;32;25;32;20;62;23;;;0.4
25.01.2023 12:00;31;24;33;32;81;21;;;0.5
25.01.2023 13:00;31;24;32;31;80;17;;;0.5
25.01.2023 14:00;31;25;30;23;65;12;;;0.4
25.01.2023 15:00;30;23;32;28;74;10;;;0.4
25.01.2023 16:00;27;22;31;22;65;10;;;0.4
25.01.2023 17:00;26;21;35;35;88;11;;;0.5
25.01.2023 18:00;24;20;33;25;72;14;;;0.5
25.01.2023 19:00;25;20;35;35;89;13;;;0.5
25.01.2023 20:00;22;18;26;19;54;17;;;0.4
25.01.2023 21:00;21;17;24;12;43;15;;;0.4
25.01.2023 22:00;21;17;21;7;32;15;;;0.4
25.01.2023 23:00;18;15;22;15;45;14;;;0.4
26.01.2023 00:00;18;15;19;10;34;17;;;0.3
26.01.2023 01:00;19;15;19;8;32;15;;;0.3
26.01.2023 02:00;18;15;19;7;31;14;;;0.3
26.01.2023 03:00;18;15;18;4;25;14;;;0.3
26.01.2023 04:00;19;16;22;4;28;9;;;0.3
26.01.2023 05:00;20;17;24;9;38;7;;;0.3
26.01.2023 06:00;20;17;24;8;37;7;;;0.3
26.01.2023 07:00;19;15;30;32;79;6;;;0.4
26.01.2023 08:00;19;15;31;31;80;4;;;0.4
26.01.2023 09:00;17;13;29;30;74;4;;;0.4
26.01.2023 10:00;18;13;28;25;66;6;;;0.4
26.01.2023 11:00;19;14;29;30;75;8;;;0.3
26.01.2023 12:00;20;14;30;34;82;10;;;0.4
26.01.2023 13:00;20;15;31;37;88;11;;;0.4
26.01.2023 14:00;19;14;;;;;;;0.4
26.01.2023 15:00;20;15;39;61;133;7;;;0.4
26.01.2023 16:00;18;14;29;23;64;11;;;0.4
26.01.2023 17:00;19;16;24;10;40;12;;;0.3
26.01.2023 18:00;20;16;25;10;39;13;;;0.3
26.01.2023 19:00;19;16;29;15;52;12;;;0.4
26.01.2023 20:00;21;16;24;7;34;13;;;0.3
26.01.2023 21:00;19;16;20;5;27;16;;;0.4
26.01.2023 22:00;20;16;18;3;24;16;;;0.4
26.01.2023 23:00;19;15;18;2;22;16;;;0.4
27.01.2023 00:00;16;13;15;2;17;18;;;0.4
27.01.2023 01:00;15;12;13;2;15;19;;;0.3
27.01.2023 02:00;14;12;9;2;9;22;;;0.3
27.01.2023 03:00;14;12;8;2;9;21;;;0.3
27.01.2023 04:00;13;11;9;2;10;22;;;0.3
27.01.2023 05:00;13;11;13;2;15;17;;;0.3
27.01.2023 06:00;15;12;16;5;24;11;;;0.3
27.01.2023 07:00;12;9;20;11;36;8;;;0.3
27.01.2023 08:00;11;9;23;18;51;2;;;0.4
27.01.2023 09:00;13;10;24;22;57;4;;;0.4
27.01.2023 10:00;13;10;17;2;21;28;;;0.3
27.01.2023 11:00;11;9;18;2;22;41;;;0.2
27.01.2023 12:00;10;7;15;2;18;53;;;0.2
27.01.2023 13:00;8;6;12;2;16;58;;;0.2
27.01.2023 14:00;10;7;13;2;16;55;;;0.2
27.01.2023 15:00;12;9;14;2;16;53;;;0.2
27.01.2023 16:00;11;8;13;2;16;54;;;0.2
27.01.2023 17:00;9;6;14;2;17;54;;;0.2
27.01.2023 18:00;10;7;17;2;19;49;;;0.2
27.01.2023 19:00;10;7;17;2;19;47;;;0.2
27.01.2023 20:00;10;7;15;2;17;48;;;0.3
27.01.2023 21:00;17;12;21;2;24;41;;;0.3
27.01.2023 22:00;14;11;14;2;16;46;;;0.3
27.01.2023 23:00;12;8;11;2;12;51;;;0.2
28.01.2023 00:00;13;9;15;2;16;43;;;0.3
28.01.2023 01:00;13;10;14;2;15;42;;;0.3
28.01.2023 02:00;13;10;15;2;17;38;;;0.3
28.01.2023 03:00;13;10;17;2;19;35;;;0.3
28.01.2023 04:00;12;9;16;2;19;36;;;0.4
28.01.2023 05:00;12;9;15;2;15;37;;;0.3
28.01.2023 06:00;12;8;12;2;12;48;;;0.2
28.01.2023 07:00;13;8;16;2;18;48;;;0.3
28.01.2023 08:00;15;10;16;2;18;48;;;0.3
28.01.2023 09:00;19;12;13;2;15;53;;;0.3
28.01.2023 10:00;17;12;12;2;14;59;;;0.3
28.01.2023 11:00;11;7;15;2;18;58;;;0.3
28.01.2023 12:00;9;5;10;2;12;65;;;0.3
28.01.2023 13:00;8;5;9;2;11;66;;;0.2
28.01.2023 14:00;14;7;34;19;63;43;;;0.4
28.01.2023 15:00;15;8;37;20;67;40;;;0.4
28.01.2023 16:00;13;7;32;14;52;44;;;0.3
28.01.2023 17:00;11;7;32;12;51;43;;;0.3
28.01.2023 18:00;14;8;36;17;63;38;;;0.4
28.01.2023 19:00;12;8;24;9;37;48;;;0.3
28.01.2023 20:00;15;9;31;16;55;42;;;0.3
28.01.2023 21:00;16;10;31;18;59;39;;;0.4
28.01.2023 22:00;16;10;29;15;51;39;;;0.3
28.01.2023 23:00;18;12;25;8;38;41;;;0.3
29.01.2023 00:00;19;13;24;6;33;41;;;0.3
29.01.2023 01:00;21;15;23;3;29;37;;;0.3
29.01.2023 02:00;21;17;21;2;24;36;;;0.3
29.01.2023 03:00;23;18;19;2;22;38;;;0.3
29.01.2023 04:00;24;19;17;2;20;38;;;0.2
29.01.2023 05:00;24;19;17;2;19;37;;;0.2
29.01.2023 06:00;23;18;16;2;19;37;;;0.2
29.01.2023 07:00;24;19;17;3;22;35;;;0.3
29.01.2023 08:00;24;19;18;2;21;35;;;0.3
29.01.2023 09:00;26;20;18;3;23;34;;;0.3
29.01.2023 10:00;26;21;20;4;26;32;;;0.3
29.01.2023 11:00;25;20;21;6;30;33;;;0.3
29.01.2023 12:00;22;18;21;9;35;38;;;0.3
29.01.2023 13:00;21;17;21;9;34;40;;;0.3
29.01.2023 14:00;21;16;20;7;30;43;;;0.3
29.01.2023 15:00;22;16;23;10;38;40;;;0.3
29.01.2023 16:00;21;17;21;8;33;40;;;0.4
29.01.2023 17:00;22;18;24;7;34;36;;;0.3
29.01.2023 18:00;23;19;23;6;33;38;;;0.3
29.01.2023 19:00;24;20;21;4;27;37;;;0.3
29.01.2023 20:00;22;18;17;3;23;43;;;0.3
29.01.2023 21:00;21;17;15;2;20;47;;;0.3
29.01.2023 22:00;19;15;16;3;21;46;;;0.2
29.01.2023 23:00;18;15;16;2;19;44;;;0.2
30.01.2023 00:00;18;15;14;2;17;46;;;0.2
30.01.2023 01:00;17;14;12;2;16;47;;;0.2
30.01.2023 02:00;18;15;10;2;13;48;;;0.2
30.01.2023 03:00;19;16;11;2;12;45;;;0.2
30.01.2023 04:00;20;17;10;2;12;45;;;0.2
30.01.2023 05:00;21;17;13;2;15;41;;;0.2
30.01.2023 06:00;20;17;14;2;17;40;;;0.3
30.01.2023 07:00;20;16;21;8;33;35;;;0.2
30.01.2023 08:00;19;16;24;6;34;30;;;0.3
30.01.2023 09:00;16;12;27;16;51;28;;;0.3
30.01.2023 10:00;12;9;28;19;56;29;;;0.3
30.01.2023 11:00;11;8;40;34;92;24;;;0.3
30.01.2023 12:00;10;7;37;28;81;37;;;0.3
30.01.2023 13:00;14;8;41;27;83;42;;;0.3
30.01.2023 14:00;11;7;35;24;71;47;;;0.3
30.01.2023 15:00;11;7;39;23;74;43;;;0.3
30.01.2023 16:00;8;6;37;28;80;44;;;0.3
30.01.2023 17:00;7;5;34;25;72;45;;;0.3
30.01.2023 18:00;9;7;34;23;69;47;;;0.3
30.01.2023 19:00;10;7;25;13;45;51;;;0.3
30.01.2023 20:00;13;9;17;6;27;57;;;0.2
30.01.2023 21:00;15;10;12;4;18;62;;;0.2
30.01.2023 22:00;15;10;11;3;16;62;;;0.2
30.01.2023 23:00;14;9;9;3;15;65;;;0.2
31.01.2023 00:00;13;9;8;2;11;65;;;0.2
31.01.2023 01:00;14;9;8;2;10;65;;;0.2
31.01.2023 02:00;14;9;8;2;9;64;;;0.2
31.01.2023 03:00;13;8;9;2;11;65;;;0.2
31.01.2023 04:00;12;7;7;2;8;67;;;0.2
31.01.2023 05:00;12;7;10;2;13;62;;;0.2
31.01.2023 06:00;12;8;23;10;38;49;;;0.2
31.01.2023 07:00;12;8;49;34;102;29;;;0.3
31.01.2023 08:00;14;9;45;29;89;31;;;0.3
31.01.2023 09:00;13;8;48;30;94;28;;;0.3
31.01.2023 10:00;13;8;50;32;98;26;;;0.4
31.01.2023 11:00;16;10;36;23;71;34;;;0.3
31.01.2023 12:00;17;11;25;14;46;41;;;0.3
31.01.2023 13:00;16;11;22;10;37;42;;;0.3
31.01.2023 14:00;17;12;24;9;38;38;;;0.3
31.01.2023 15:00;15;11;25;11;42;37;;;0.3
31.01.2023 16:00;11;9;29;17;54;35;;;0.3
31.01.2023 17:00;11;9;34;18;62;32;;;0.4
31.01.2023 18:00;14;11;32;18;60;32;;;0.4
31.01.2023 19:00;16;13;32;19;60;32;;;0.4
31.01.2023 20:00;16;13;28;11;45;34;;;0.3
31.01.2023 21:00;10;8;17;5;25;55;;;0.2
31.01.2023 22:00;10;7;17;4;23;59;;;0.2
31.01.2023 23:00;11;8;18;6;27;57;;;0.2
01.02.2023 00:00;8;6;18;6;27;59;;;0.2
